Event,Station,dt_ISO,Latitude,Longitude,Depth,Pressure,Salinity,Temperature,MLD,CH4_diss,CH4_std_dev,CH4_eq,N2O_diss,N2O_std_dev,N2O_eq,slp_15,k_wt_15_CH4,F_CH4_15,k_wt_15_N2O,F_N2O_15
RVCT_20231019_MID4-cast01,MID4-cast01,2023-10-19T11:26:14,40.9231666666667,-73.6553333333333,1.859,1.873,25.487,17.0563,6,48.5921990850109,0,2.66866588728277,9.68364687792093,0,8.97530275819802,0.998092082916258,1.43760336535258,67.2304442646246,1.40399364877648,1.03711523495247
RVCT_20231019_MID4-cast01,MID4-cast01,2023-10-19T11:26:14,40.9231666666667,-73.6553333333333,1.867,1.881,25.4873,17.056,6,47.4508863246945,0,2.6686781717238,10.1548238309862,0,8.97537395878547,0.998092082916258,1.43759389426532,65.5593590679478,1.4039848010478,1.7105887819133
RVCT_20231019_EXRX-cast01,EXRX-cast01,2023-10-19T12:15:51,40.8855,-73.7276666666667,1.573,1.585,25.1252,17.0775,14,135.884252495859,1.07404299675789,2.67427642235552,11.3740849550949,0.24901448645634,8.98877605420879,0.998085604639727,1.60895221408998,218.182324565495,1.5645439752343,3.82628413063802
RVCT_20231019_MID4-cast03,MID4-cast03,2023-10-19T14:58:01,40.9231666666667,-73.656,1.634,1.647,25.3638,17.2156,8,48.0100440213514,0.355348530930118,2.66147412339767,10.2541170756114,0.224237740222707,8.93566460964499,0.998060696465785,1.50039744928475,69.2798743969643,1.46315176598175,1.98981421810897
RVCT_20231019_MID4-cast05,MID4-cast05,2023-10-19T19:20:39,40.924,-73.6553333333333,1.745,1.759,25.6511,17.7421,5,41.9383296235361,1.58552196485388,2.62498755829307,10.1656674448328,0.200445241156185,8.76970282774154,0.998011591003987,1.41071010816097,56.4762916294024,1.37845691076768,1.98376298914311
RVCT_20231019_MID4-cast07,MID4-cast07,2023-10-19T23:32:58,40.9236666666667,-73.6548333333333,1.534,1.547,25.4586,17.1673,6,44.8376383284264,8.56118989377364,2.66256223106292,9.86412174787749,0.207616865939308,8.94454828328746,0.99793556233176,1.42740193795465,61.3030106576492,1.39363796336662,1.33104849329452
RVCT_20231019_MID4-cast09,MID4-cast09,2023-10-20T03:05:56,40.923,-73.655,1.79,1.804,25.3629,17.1474,9,58.5577685618132,10.9466768130322,2.66556646094306,10.1533123705873,0.523043786684876,8.95550763580746,0.997843186880173,1.50657075301947,85.7392472320125,1.46868598853263,1.81993814055163
RVCT_20231019_MID4-cast11,MID4-cast11,2023-10-20T06:56:52,40.9241666666667,-73.6535,1.637,1.65,25.4359,17.0804,9,44.7635688355636,0.338093058917889,2.66819233071765,9.7589393611392,0.190155753909558,8.97105095678569,0.997708321774052,1.50550060091179,64.5360688815342,1.4677744538897,1.20818952010111
RVCT_20231019_MID4-cast13,MID4-cast13,2023-10-20T10:58:12,40.9236666666667,-73.6541666666667,1.591,1.603,25.4186,16.971,7,50.5017590471828,16.2247571293783,2.67509127588563,10.6950275106794,1.10181942128193,9.00395542942041,0.997530311889375,1.52882888428652,74.459085650318,1.48945545627442,2.59831580461831
RVCT_20231019_EXR1-cast01,EXR1-cast01,2023-10-20T12:04:06,40.871,-73.736,1.584,1.597,24.6677,16.9699,7,184.791873453304,6.70054716260369,2.68950995944789,13.9164384785391,0.434153620737527,9.04530166047946,0.997477384411307,1.54615370860503,286.528882154727,1.50447697592881,7.4925467518221
RVCT_20231019_EXRX-cast02,EXRX-cast02,2023-10-20T12:46:39,40.883,-73.7261666666667,1.606,1.618,24.9279,16.993,9,159.001151757366,5.74379793416148,2.68313213856442,12.7076924749468,0.364778572185655,9.02427791926132,0.997442514325766,1.60086444165222,254.711970206899,1.55738479283327,5.87524418615557
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,1.727,1.741,25.1399,17.0368,7,120.370151148312,0,2.6764442704542,11.0519262172647,0,8.99987555588736,0.997402547364665,1.57615393299344,188.846714968125,1.5336986782375,3.24025733646899
RVCT_20231019_MID3-cast01,MID3-cast01,2023-10-20T13:35:24,40.9055,-73.6901666666667,1.714,1.727,25.141,17.0376,7,126.24317958933,0.663661741371614,2.67637515308492,11.1972451742018,0.0684765128211468,8.99958155497505,0.997402547364665,1.57618185029087,198.273529382853,1.53372786949436,3.46766216112971
RVCT_20231019_MID4-cast14,MID4-cast14,2023-10-20T14:22:19,40.9223333333333,-73.6546666666667,1.749,1.762,25.3076,17.0293,9,66.0497501082688,10.1881587309764,2.67369994101794,10.6717392777249,0.860331719890086,8.9929396306283,0.997363344876138,1.61077764026492,103.943274062059,1.56740828333341,2.7168106484973
RVCT_20231019_MID5-cast01,MID5-cast01,2023-10-20T15:19:06,40.9398333333333,-73.6136666666667,1.597,1.609,25.4933,17.1053,7,41.9364390435391,0.0930387081569744,2.66561113479702,10.2213124268593,0.169020706585091,8.96068690545458,0.997317367672669,1.57203098548789,62.8710332080403,1.53045976769956,2.00194320108041
RVCT_20231019_WLIS-cast02,WLIS-cast02,2023-10-20T12:05:21,40.9571666666667,-73.584,2.21,2.227,25.862,17.3995,7,27.5745734328297,1.81868443226759,2.64116635642661,9.92146140051324,0.222069272520187,8.85591444403556,0.997476367124745,1.55919892002747,39.6034265848076,1.5193262521048,1.68334046606026
RVCT_20231019_WLI6-cast01,WLI6-cast01,2023-10-20T13:10:22,40.963,-73.558,1.876,1.891,25.7412,17.2882,7,28.4786192986678,0.58120495465217,2.6500246970703,10.068643229676,0.33753516357503,8.89435593119744,0.997423156087949,1.57722904070981,41.4967975371964,1.53607506277857,1.87277584890281
